90 0  50000
90 0  1
289
          -110           -115            210     -35.41238            0
           -70           -115            210     -18.55145            0
  -29.99999619           -115            210      28.63115            0
   10.00000191           -115            210      76.23763            0
   50.00000763           -115            210       131.975            0
   90.00000763           -115            210      208.9156            0
           130           -115            210      261.6225            0
           170           -115            210      342.4823            0
           210           -115            210      363.1551            0
           250           -115            210      353.0232            0
           290           -115            210      297.6682            0
           330           -115            210      244.3259            0
           370           -115            210      138.5713            0
           410           -115            210      72.93466            0
           450           -115            210      29.19736            0
           490           -115            210     -6.024457            0
           530           -115            210     -24.73218            0
          -110            -75            210     -58.46515            0
           -70            -75            210     -39.02838            0
  -29.99999619            -75            210      14.40396            0
   10.00000191            -75            210       62.0628            0
   50.00000763            -75            210      137.6515            0
   90.00000763            -75            210      214.2455            0
           130            -75            210      279.3823            0
           170            -75            210      358.1783            0
           210            -75            210      423.1283            0
           250            -75            210      412.2959            0
           290            -75            210      342.2993            0
           330            -75            210      250.3377            0
           370            -75            210      159.8195            0
           410            -75            210      66.65007            0
           450            -75            210      12.58825            0
           490            -75            210     -21.29507            0
           530            -75            210     -29.98734            0
          -110            -35            210     -33.69785            0
           -70            -35            210     -7.213249            0
  -29.99999619            -35            210      26.12566            0
   10.00000191            -35            210      65.26203            0
   50.00000763            -35            210      149.8557            0
   90.00000763            -35            210      238.4138            0
           130            -35            210      348.0681            0
           170            -35            210      438.3341            0
           210            -35            210      466.5097            0
           250            -35            210      448.9531            0
           290            -35            210      368.1218            0
           330            -35            210      295.8879            0
           370            -35            210      197.1244            0
           410            -35            210      70.42741            0
           450            -35            210      9.528033            0
           490            -35            210      4.585823            0
           530            -35            210     -32.88762            0
          -110              5            210     -62.26366            0
           -70              5            210     -44.18786            0
  -29.99999619              5            210      24.36063            0
   10.00000191              5            210      92.63267            0
   50.00000763              5            210      176.3093            0
   90.00000763              5            210       278.932            0
           130              5            210      401.4383            0
           170              5            210      481.2901            0
           210              5            210      519.9897            0
           250              5            210      527.1954            0
