45 0  50000
45 0  1
289
           290            285            230      172.0238            0
           330            285            230      349.4088            0
           370            285            230      539.6636            0
           410            285            230      505.5242            0
           450            285            230      300.2015            0
           490            285            230      83.43019            0
           530            285            230     -45.51515            0
          -110            325            230     -158.4268            0
           -70            325            230     -63.08338            0
  -29.99999619            325            230      200.2707            0
   10.00000191            325            230      577.1463            0
   50.00000763            325            230      688.0006            0
   90.00000763            325            230      411.7577            0
           130            325            230      102.5386            0
           170            325            230      131.7941            0
           230            325            230      466.3715            0
           250            325            230      435.9635            0
           290            325            230      248.6078            0
           330            325            230       326.165            0
           370            325            230      653.8137            0
           410            325            230      698.9676            0
           450            325            230      411.2527            0
           490            325            230      96.78246            0
           530            325            230     -76.68258            0
          -110            365            230     -237.0462            0
           -70            365            230     -168.0428            0
  -29.99999619            365            230      211.5565            0
   10.00000191            365            230      906.2204            0
   50.00000763            365            230      872.4806            0
   90.00000763            365            230      129.5526            0
           130            365            230      -207.044            0
           170            365            230      311.7585            0
           230            365            230       1777.74            0
           250            365            230      1577.896            0
           290            365            230      440.6098            0
           330            365            230       213.082            0
           370            365            230      904.3399            0
           410            365            230      1127.506            0
           450            365            230      599.9182            0
           490            365            230      106.6147            0
           530            365            230     -128.2146            0
          -110            405            230     -312.7496            0
           -70            405            230     -348.0717            0
  -29.99999619            405            230     -45.72482            0
   10.00000191            405            230      905.9576            0
   50.00000763            405            230      792.7075            0
   90.00000763            405            230     -332.0609            0
           130            405            230     -681.7501            0
           170            405            230     -76.30908            0
           230            405            230      2141.156            0
           250            405            230      1838.505            0
           290            405            230     -36.77086            0
           330            405            230     -345.2549            0
           370            405            230      692.7112            0
           410            405            230      1188.463            0
           450            405            230      733.9837            0
           490            405            230      65.20773            0
           530            405            230     -226.3496            0
          -110            445            230     -363.3515            0
           -70            445            230     -502.8825            0
  -29.99999619            445            230     -494.3698            0
   10.00000191            445            230      41.79796            0
   50.00000763            445            230     -72.62607            0
   90.00000763            445            230     -832.2071            0
           130            445            230     -1088.468            0
           170            445            230     -1130.547            0
           230            445            230     -545.5404            0
           250            445            230     -618.9987            0
           290            445            230     -1202.857            0
           330            445            230     -1152.227            0
           370            445            230     -583.5746            0
           410            445            230      151.1105            0
           450            445            230      494.4228            0
           490            445            230     -183.4681            0
           530            445            230     -378.5207            0
          -110            485            230     -346.9768            0
           -70            485            230     -535.0685            0
  -29.99999619            485            230     -770.5697            0
   10.00000191            485            230     -733.9637            0
   50.00000763            485            230     -819.5154            0
   90.00000763            485            230     -1048.159            0
           130            485            230     -1069.491            0
           170            485            230     -1358.907            0
           230            485            230      -1960.91            0
           250            485            230     -1888.538            0
           290            485            230     -1456.488            0
           330            485            230     -1285.463            0
           370            485            230     -1324.334            0
           410            485            230      -760.915            0
           450            485            230     -239.4849            0
           490            485            230     -527.7675            0
           530            485            230     -477.1508            0
          -110            525            230     -278.1001            0
           -70            525            230     -426.5889            0
  -29.99999619            525            230     -686.4004            0
   10.00000191            525            230     -1009.794            0
   50.00000763            525            230     -1058.284            0
   90.00000763            525            230        -862.8            0
           130            525            230     -762.6688            0
           170            525            230     -815.8467            0
           230            525            230     -976.4824            0
           250            525            230     -967.0229            0
           290            525            230     -878.1408            0
           330            525            230     -853.6863            0
           370            525            230     -987.7794            0
           410            525            230     -1116.348            0
           450            525            230     -695.5842            0
           490            525            230     -678.6246            0
           530            525            230     -462.4725            0
