ID Dist Azmth Dip
42   0.00000000 -50.00000000  80.00000000
42 500.00000000 -50.00000000  80.00000000
43   0.00000000 -60.00000000  80.00000000
43 500.00000000 -60.00000000  80.00000000
44   0.00000000 -70.00000000  80.00000000
44 500.00000000 -70.00000000  80.00000000
45   0.00000000 -80.00000000  80.00000000
45 500.00000000 -80.00000000  80.00000000
46   0.00000000 -90.00000000  80.00000000
46 500.00000000 -90.00000000  80.00000000
47   0.00000000 -100.00000000  80.00000000
47 500.00000000 -100.00000000  80.00000000
48   0.00000000 -110.00000000  80.00000000
48 500.00000000 -110.00000000  80.00000000
49   0.00000000 -120.00000000  80.00000000
49 500.00000000 -120.00000000  80.00000000
50   0.00000000 -130.00000000  80.00000000
50 500.00000000 -130.00000000  80.00000000
51   0.00000000 -140.00000000  80.00000000
51 500.00000000 -140.00000000  80.00000000
52   0.00000000 -150.00000000  80.00000000
52 500.00000000 -150.00000000  80.00000000
53   0.00000000 -160.00000000  80.00000000
53 500.00000000 -160.00000000  80.00000000
54   0.00000000 -170.00000000  80.00000000
54 500.00000000 -170.00000000  80.00000000
55   0.00000000 -180.00000000  80.00000000
55 500.00000000 -180.00000000  80.00000000
56   0.00000000  10.00000000  80.00000000
56 500.00000000  10.00000000  80.00000000
57   0.00000000  20.00000000  80.00000000
57 500.00000000  20.00000000  80.00000000
58   0.00000000  30.00000000  80.00000000
58 500.00000000  30.00000000  80.00000000
59   0.00000000  40.00000000  80.00000000
59 500.00000000  40.00000000  80.00000000
60   0.00000000  50.00000000  80.00000000
60 500.00000000  50.00000000  80.00000000
61   0.00000000  60.00000000  80.00000000
61 500.00000000  60.00000000  80.00000000
62   0.00000000  70.00000000  80.00000000
62 500.00000000  70.00000000  80.00000000
63   0.00000000  80.00000000  80.00000000
63 500.00000000  80.00000000  80.00000000
64   0.00000000  90.00000000  80.00000000
64 500.00000000  90.00000000  80.00000000
65   0.00000000 100.00000000  80.00000000
65 500.00000000 100.00000000  80.00000000
66   0.00000000 110.00000000  80.00000000
66 500.00000000 110.00000000  80.00000000
67   0.00000000 120.00000000  80.00000000
67 500.00000000 120.00000000  80.00000000
68   0.00000000 130.00000000  80.00000000
68 500.00000000 130.00000000  80.00000000
69   0.00000000 140.00000000  80.00000000
69 500.00000000 140.00000000  80.00000000
70   0.00000000 150.00000000  80.00000000
70 500.00000000 150.00000000  80.00000000
71   0.00000000 160.00000000  80.00000000
71 500.00000000 160.00000000  80.00000000
72   0.00000000 170.00000000  80.00000000
72 500.00000000 170.00000000  80.00000000
73   0.00000000   0.00000000  70.00000000
73 500.00000000   0.00000000  70.00000000
74   0.00000000 -10.00000000  70.00000000
74 500.00000000 -10.00000000  70.00000000
75   0.00000000 -20.00000000  70.00000000
75 500.00000000 -20.00000000  70.00000000
76   0.00000000 -30.00000000  70.00000000
76 500.00000000 -30.00000000  70.00000000
77   0.00000000 -40.00000000  70.00000000
77 500.00000000 -40.00000000  70.00000000
78   0.00000000 -50.00000000  70.00000000
78 500.00000000 -50.00000000  70.00000000
79   0.00000000 -60.00000000  70.00000000
79 500.00000000 -60.00000000  70.00000000
80   0.00000000 -70.00000000  70.00000000
80 500.00000000 -70.00000000  70.00000000
81   0.00000000 -80.00000000  70.00000000
81 500.00000000 -80.00000000  70.00000000
82   0.00000000 -90.00000000  70.00000000
82 500.00000000 -90.00000000  70.00000000
83   0.00000000 -100.00000000  70.00000000
83 500.00000000 -100.00000000  70.00000000
84   0.00000000 -110.00000000  70.00000000
84 500.00000000 -110.00000000  70.00000000
85   0.00000000 -120.00000000  70.00000000
85 500.00000000 -120.00000000  70.00000000
86   0.00000000 -130.00000000  70.00000000
86 500.00000000 -130.00000000  70.00000000
87   0.00000000 -140.00000000  70.00000000
87 500.00000000 -140.00000000  70.00000000
88   0.00000000 -150.00000000  70.00000000
88 500.00000000 -150.00000000  70.00000000
89   0.00000000 -160.00000000  70.00000000
89 500.00000000 -160.00000000  70.00000000
90   0.00000000 -170.00000000  70.00000000
90 500.00000000 -170.00000000  70.00000000
91   0.00000000 -180.00000000  70.00000000
91 500.00000000 -180.00000000  70.00000000
92   0.00000000  10.00000000  70.00000000
92 500.00000000  10.00000000  70.00000000
93   0.00000000  20.00000000  70.00000000
93 500.00000000  20.00000000  70.00000000
94   0.00000000  30.00000000  70.00000000
94 500.00000000  30.00000000  70.00000000
95   0.00000000  40.00000000  70.00000000
95 500.00000000  40.00000000  70.00000000
96   0.00000000  50.00000000  70.00000000
96 500.00000000  50.00000000  70.00000000
97   0.00000000  60.00000000  70.00000000
97 500.00000000  60.00000000  70.00000000
98   0.00000000  70.00000000  70.00000000
98 500.00000000  70.00000000  70.00000000
99   0.00000000  80.00000000  70.00000000
99 500.00000000  80.00000000  70.00000000
100   0.00000000  90.00000000  70.00000000
100 500.00000000  90.00000000  70.00000000
101   0.00000000 100.00000000  70.00000000
101 500.00000000 100.00000000  70.00000000
102   0.00000000 110.00000000  70.00000000
102 500.00000000 110.00000000  70.00000000
103   0.00000000 120.00000000  70.00000000
103 500.00000000 120.00000000  70.00000000
104   0.00000000 130.00000000  70.00000000
104 500.00000000 130.00000000  70.00000000
105   0.00000000 140.00000000  70.00000000
105 500.00000000 140.00000000  70.00000000
106   0.00000000 150.00000000  70.00000000
106 500.00000000 150.00000000  70.00000000
107   0.00000000 160.00000000  70.00000000
107 500.00000000 160.00000000  70.00000000
108   0.00000000 170.00000000  70.00000000
108 500.00000000 170.00000000  70.00000000
109   0.00000000   0.00000000  90.00000000
109 500.00000000   0.00000000  90.00000000
110   0.00000000 -10.00000000  90.00000000
110 500.00000000 -10.00000000  90.00000000
111   0.00000000 -20.00000000  90.00000000
111 500.00000000 -20.00000000  90.00000000
112   0.00000000 -30.00000000  90.00000000
112 500.00000000 -30.00000000  90.00000000
113   0.00000000 -40.00000000  90.00000000
113 500.00000000 -40.00000000  90.00000000
114   0.00000000 -50.00000000  90.00000000
114 500.00000000 -50.00000000  90.00000000
115   0.00000000 -60.00000000  90.00000000
115 500.00000000 -60.00000000  90.00000000
116   0.00000000 -70.00000000  90.00000000
116 500.00000000 -70.00000000  90.00000000
117   0.00000000 -80.00000000  90.00000000
117 500.00000000 -80.00000000  90.00000000
118   0.00000000 -90.00000000  90.00000000
118 500.00000000 -90.00000000  90.00000000
119   0.00000000 -100.00000000  90.00000000
119 500.00000000 -100.00000000  90.00000000
120   0.00000000 -110.00000000  90.00000000
120 500.00000000 -110.00000000  90.00000000
121   0.00000000 -120.00000000  90.00000000
121 500.00000000 -120.00000000  90.00000000
122   0.00000000 -130.00000000  90.00000000
122 500.00000000 -130.00000000  90.00000000
123   0.00000000 -140.00000000  90.00000000
123 500.00000000 -140.00000000  90.00000000
124   0.00000000 -150.00000000  90.00000000
124 500.00000000 -150.00000000  90.00000000
125   0.00000000 -160.00000000  90.00000000
125 500.00000000 -160.00000000  90.00000000
126   0.00000000 -170.00000000  90.00000000
126 500.00000000 -170.00000000  90.00000000
127   0.00000000 -180.00000000  90.00000000
127 500.00000000 -180.00000000  90.00000000
128   0.00000000  10.00000000  90.00000000
128 500.00000000  10.00000000  90.00000000
129   0.00000000  20.00000000  90.00000000
129 500.00000000  20.00000000  90.00000000
130   0.00000000  30.00000000  90.00000000
130 500.00000000  30.00000000  90.00000000
131   0.00000000  40.00000000  90.00000000
131 500.00000000  40.00000000  90.00000000
132   0.00000000  50.00000000  90.00000000
132 500.00000000  50.00000000  90.00000000
133   0.00000000  60.00000000  90.00000000
133 500.00000000  60.00000000  90.00000000
134   0.00000000  70.00000000  90.00000000
134 500.00000000  70.00000000  90.00000000
135   0.00000000  80.00000000  90.00000000
135 500.00000000  80.00000000  90.00000000
136   0.00000000  90.00000000  90.00000000
136 500.00000000  90.00000000  90.00000000
137   0.00000000 100.00000000  90.00000000
137 500.00000000 100.00000000  90.00000000
138   0.00000000 110.00000000  90.00000000
138 500.00000000 110.00000000  90.00000000
139   0.00000000 120.00000000  90.00000000
139 500.00000000 120.00000000  90.00000000
140   0.00000000 130.00000000  90.00000000
140 500.00000000 130.00000000  90.00000000
141   0.00000000 140.00000000  90.00000000
141 500.00000000 140.00000000  90.00000000
142   0.00000000 150.00000000  90.00000000
142 500.00000000 150.00000000  90.00000000
143   0.00000000 160.00000000  90.00000000
143 500.00000000 160.00000000  90.00000000
144   0.00000000 170.00000000  90.00000000
144 500.00000000 170.00000000  90.00000000
145   0.00000000   0.00000000  80.00000000
145 500.00000000   0.00000000  80.00000000
146   0.00000000 -10.00000000  80.00000000
146 500.00000000 -10.00000000  80.00000000
147   0.00000000 -20.00000000  80.00000000
147 500.00000000 -20.00000000  80.00000000
148   0.00000000 -30.00000000  80.00000000
148 500.00000000 -30.00000000  80.00000000
149   0.00000000 -40.00000000  80.00000000
149 500.00000000 -40.00000000  80.00000000
150   0.00000000 -50.00000000  80.00000000
150 500.00000000 -50.00000000  80.00000000
151   0.00000000 -60.00000000  80.00000000
151 500.00000000 -60.00000000  80.00000000
152   0.00000000 -70.00000000  80.00000000
152 500.00000000 -70.00000000  80.00000000
153   0.00000000 -80.00000000  80.00000000
153 500.00000000 -80.00000000  80.00000000
154   0.00000000 -90.00000000  80.00000000
154 500.00000000 -90.00000000  80.00000000
155   0.00000000 -100.00000000  80.00000000
155 500.00000000 -100.00000000  80.00000000
156   0.00000000 -110.00000000  80.00000000
156 500.00000000 -110.00000000  80.00000000
157   0.00000000 -120.00000000  80.00000000
157 500.00000000 -120.00000000  80.00000000
158   0.00000000 -130.00000000  80.00000000
158 500.00000000 -130.00000000  80.00000000
159   0.00000000 -140.00000000  80.00000000
159 500.00000000 -140.00000000  80.00000000
160   0.00000000 -150.00000000  80.00000000
160 500.00000000 -150.00000000  80.00000000
161   0.00000000 -160.00000000  80.00000000
161 500.00000000 -160.00000000  80.00000000
162   0.00000000 -170.00000000  80.00000000
162 500.00000000 -170.00000000  80.00000000
163   0.00000000 -180.00000000  80.00000000
163 500.00000000 -180.00000000  80.00000000
164   0.00000000  10.00000000  80.00000000
164 500.00000000  10.00000000  80.00000000
165   0.00000000  20.00000000  80.00000000
165 500.00000000  20.00000000  80.00000000
166   0.00000000  30.00000000  80.00000000
166 500.00000000  30.00000000  80.00000000
167   0.00000000  40.00000000  80.00000000
167 500.00000000  40.00000000  80.00000000
168   0.00000000  50.00000000  80.00000000
168 500.00000000  50.00000000  80.00000000
169   0.00000000  60.00000000  80.00000000
169 500.00000000  60.00000000  80.00000000
170   0.00000000  70.00000000  80.00000000
170 500.00000000  70.00000000  80.00000000
171   0.00000000  80.00000000  80.00000000
171 500.00000000  80.00000000  80.00000000
172   0.00000000  90.00000000  80.00000000
172 500.00000000  90.00000000  80.00000000
173   0.00000000 100.00000000  80.00000000
173 500.00000000 100.00000000  80.00000000
174   0.00000000 110.00000000  80.00000000
174 500.00000000 110.00000000  80.00000000
175   0.00000000 120.00000000  80.00000000
175 500.00000000 120.00000000  80.00000000
176   0.00000000 130.00000000  80.00000000
176 500.00000000 130.00000000  80.00000000
177   0.00000000 140.00000000  80.00000000
177 500.00000000 140.00000000  80.00000000
178   0.00000000 150.00000000  80.00000000
178 500.00000000 150.00000000  80.00000000
179   0.00000000 160.00000000  80.00000000
179 500.00000000 160.00000000  80.00000000
180   0.00000000 170.00000000  80.00000000
180 500.00000000 170.00000000  80.00000000
181   0.00000000   0.00000000  70.00000000
181 500.00000000   0.00000000  70.00000000
182   0.00000000 -10.00000000  70.00000000
182 500.00000000 -10.00000000  70.00000000
183   0.00000000 -20.00000000  70.00000000
183 500.00000000 -20.00000000  70.00000000
184   0.00000000 -30.00000000  70.00000000
184 500.00000000 -30.00000000  70.00000000
185   0.00000000 -40.00000000  70.00000000
185 500.00000000 -40.00000000  70.00000000
186   0.00000000 -50.00000000  70.00000000
186 500.00000000 -50.00000000  70.00000000
187   0.00000000 -60.00000000  70.00000000
187 500.00000000 -60.00000000  70.00000000
188   0.00000000 -70.00000000  70.00000000
188 500.00000000 -70.00000000  70.00000000
189   0.00000000 -80.00000000  70.00000000
189 500.00000000 -80.00000000  70.00000000
190   0.00000000 -90.00000000  70.00000000
190 500.00000000 -90.00000000  70.00000000
191   0.00000000 -100.00000000  70.00000000
191 500.00000000 -100.00000000  70.00000000
192   0.00000000 -110.00000000  70.00000000
192 500.00000000 -110.00000000  70.00000000
193   0.00000000 -120.00000000  70.00000000
193 500.00000000 -120.00000000  70.00000000
194   0.00000000 -130.00000000  70.00000000
194 500.00000000 -130.00000000  70.00000000
195   0.00000000 -140.00000000  70.00000000
195 500.00000000 -140.00000000  70.00000000
196   0.00000000 -150.00000000  70.00000000
196 500.00000000 -150.00000000  70.00000000
197   0.00000000 -160.00000000  70.00000000
197 500.00000000 -160.00000000  70.00000000
198   0.00000000 -170.00000000  70.00000000
198 500.00000000 -170.00000000  70.00000000
199   0.00000000 -180.00000000  70.00000000
199 500.00000000 -180.00000000  70.00000000
200   0.00000000  10.00000000  70.00000000
200 500.00000000  10.00000000  70.00000000
201   0.00000000  20.00000000  70.00000000
201 500.00000000  20.00000000  70.00000000
202   0.00000000  30.00000000  70.00000000
202 500.00000000  30.00000000  70.00000000
203   0.00000000  40.00000000  70.00000000
203 500.00000000  40.00000000  70.00000000
204   0.00000000  50.00000000  70.00000000
204 500.00000000  50.00000000  70.00000000
205   0.00000000  60.00000000  70.00000000
205 500.00000000  60.00000000  70.00000000
206   0.00000000  70.00000000  70.00000000
206 500.00000000  70.00000000  70.00000000
207   0.00000000  80.00000000  70.00000000
207 500.00000000  80.00000000  70.00000000
208   0.00000000  90.00000000  70.00000000
208 500.00000000  90.00000000  70.00000000
209   0.00000000 100.00000000  70.00000000
209 500.00000000 100.00000000  70.00000000
210   0.00000000 110.00000000  70.00000000
210 500.00000000 110.00000000  70.00000000
211   0.00000000 120.00000000  70.00000000
211 500.00000000 120.00000000  70.00000000
212   0.00000000 130.00000000  70.00000000
212 500.00000000 130.00000000  70.00000000
213   0.00000000 140.00000000  70.00000000
213 500.00000000 140.00000000  70.00000000
214   0.00000000 150.00000000  70.00000000
214 500.00000000 150.00000000  70.00000000
215   0.00000000 160.00000000  70.00000000
215 500.00000000 160.00000000  70.00000000
216   0.00000000 170.00000000  70.00000000
216 500.00000000 170.00000000  70.00000000
217   0.00000000   0.00000000  90.00000000
217 500.00000000   0.00000000  90.00000000
218   0.00000000 -10.00000000  90.00000000
218 500.00000000 -10.00000000  90.00000000
219   0.00000000 -20.00000000  90.00000000
219 500.00000000 -20.00000000  90.00000000
220   0.00000000 -30.00000000  90.00000000
220 500.00000000 -30.00000000  90.00000000
221   0.00000000 -40.00000000  90.00000000
221 500.00000000 -40.00000000  90.00000000
222   0.00000000 -50.00000000  90.00000000
222 500.00000000 -50.00000000  90.00000000
223   0.00000000 -60.00000000  90.00000000
223 500.00000000 -60.00000000  90.00000000
224   0.00000000 -70.00000000  90.00000000
224 500.00000000 -70.00000000  90.00000000
225   0.00000000 -80.00000000  90.00000000
225 500.00000000 -80.00000000  90.00000000
226   0.00000000 -90.00000000  90.00000000
226 500.00000000 -90.00000000  90.00000000
227   0.00000000 -100.00000000  90.00000000
227 500.00000000 -100.00000000  90.00000000
228   0.00000000 -110.00000000  90.00000000
228 500.00000000 -110.00000000  90.00000000
229   0.00000000 -120.00000000  90.00000000
229 500.00000000 -120.00000000  90.00000000
230   0.00000000 -130.00000000  90.00000000
230 500.00000000 -130.00000000  90.00000000
231   0.00000000 -140.00000000  90.00000000
231 500.00000000 -140.00000000  90.00000000
232   0.00000000 -150.00000000  90.00000000
232 500.00000000 -150.00000000  90.00000000
233   0.00000000 -160.00000000  90.00000000
233 500.00000000 -160.00000000  90.00000000
234   0.00000000 -170.00000000  90.00000000
234 500.00000000 -170.00000000  90.00000000
235   0.00000000 -180.00000000  90.00000000
235 500.00000000 -180.00000000  90.00000000
236   0.00000000  10.00000000  90.00000000
236 500.00000000  10.00000000  90.00000000
237   0.00000000  20.00000000  90.00000000
237 500.00000000  20.00000000  90.00000000
238   0.00000000  30.00000000  90.00000000
238 500.00000000  30.00000000  90.00000000
239   0.00000000  40.00000000  90.00000000
239 500.00000000  40.00000000  90.00000000
240   0.00000000  50.00000000  90.00000000
240 500.00000000  50.00000000  90.00000000
241   0.00000000  60.00000000  90.00000000
241 500.00000000  60.00000000  90.00000000
242   0.00000000  70.00000000  90.00000000
242 500.00000000  70.00000000  90.00000000
243   0.00000000  80.00000000  90.00000000
243 500.00000000  80.00000000  90.00000000
244   0.00000000  90.00000000  90.00000000
244 500.00000000  90.00000000  90.00000000
245   0.00000000 100.00000000  90.00000000
245 500.00000000 100.00000000  90.00000000
246   0.00000000 110.00000000  90.00000000
246 500.00000000 110.00000000  90.00000000
247   0.00000000 120.00000000  90.00000000
247 500.00000000 120.00000000  90.00000000
248   0.00000000 130.00000000  90.00000000
248 500.00000000 130.00000000  90.00000000
249   0.00000000 140.00000000  90.00000000
249 500.00000000 140.00000000  90.00000000
250   0.00000000 150.00000000  90.00000000
250 500.00000000 150.00000000  90.00000000
251   0.00000000 160.00000000  90.00000000
251 500.00000000 160.00000000  90.00000000
252   0.00000000 170.00000000  90.00000000
252 500.00000000 170.00000000  90.00000000
253   0.00000000   0.00000000  80.00000000
253 500.00000000   0.00000000  80.00000000
254   0.00000000 -10.00000000  80.00000000
254 500.00000000 -10.00000000  80.00000000
255   0.00000000 -20.00000000  80.00000000
255 500.00000000 -20.00000000  80.00000000
256   0.00000000 -30.00000000  80.00000000
256 500.00000000 -30.00000000  80.00000000
257   0.00000000 -40.00000000  80.00000000
257 500.00000000 -40.00000000  80.00000000
258   0.00000000 -50.00000000  80.00000000
258 500.00000000 -50.00000000  80.00000000
259   0.00000000 -60.00000000  80.00000000
259 500.00000000 -60.00000000  80.00000000
260   0.00000000 -70.00000000  80.00000000
260 500.00000000 -70.00000000  80.00000000
261   0.00000000 -80.00000000  80.00000000
261 500.00000000 -80.00000000  80.00000000
262   0.00000000 -90.00000000  80.00000000
262 500.00000000 -90.00000000  80.00000000
263   0.00000000 -100.00000000  80.00000000
263 500.00000000 -100.00000000  80.00000000
264   0.00000000 -110.00000000  80.00000000
264 500.00000000 -110.00000000  80.00000000
265   0.00000000 -120.00000000  80.00000000
265 500.00000000 -120.00000000  80.00000000
266   0.00000000 -130.00000000  80.00000000
266 500.00000000 -130.00000000  80.00000000
267   0.00000000 -140.00000000  80.00000000
267 500.00000000 -140.00000000  80.00000000
268   0.00000000 -150.00000000  80.00000000
268 500.00000000 -150.00000000  80.00000000
269   0.00000000 -160.00000000  80.00000000
269 500.00000000 -160.00000000  80.00000000
270   0.00000000 -170.00000000  80.00000000
270 500.00000000 -170.00000000  80.00000000
271   0.00000000 -180.00000000  80.00000000
271 500.00000000 -180.00000000  80.00000000
272   0.00000000  10.00000000  80.00000000
272 500.00000000  10.00000000  80.00000000
273   0.00000000  20.00000000  80.00000000
273 500.00000000  20.00000000  80.00000000
274   0.00000000  30.00000000  80.00000000
274 500.00000000  30.00000000  80.00000000
275   0.00000000  40.00000000  80.00000000
275 500.00000000  40.00000000  80.00000000
276   0.00000000  50.00000000  80.00000000
276 500.00000000  50.00000000  80.00000000
277   0.00000000  60.00000000  80.00000000
277 500.00000000  60.00000000  80.00000000
278   0.00000000  70.00000000  80.00000000
278 500.00000000  70.00000000  80.00000000
279   0.00000000  80.00000000  80.00000000
279 500.00000000  80.00000000  80.00000000
280   0.00000000  90.00000000  80.00000000
280 500.00000000  90.00000000  80.00000000
281   0.00000000 100.00000000  80.00000000
281 500.00000000 100.00000000  80.00000000
282   0.00000000 110.00000000  80.00000000
282 500.00000000 110.00000000  80.00000000
283   0.00000000 120.00000000  80.00000000
283 500.00000000 120.00000000  80.00000000
284   0.00000000 130.00000000  80.00000000
284 500.00000000 130.00000000  80.00000000
285   0.00000000 140.00000000  80.00000000
285 500.00000000 140.00000000  80.00000000
286   0.00000000 150.00000000  80.00000000
286 500.00000000 150.00000000  80.00000000
287   0.00000000 160.00000000  80.00000000
287 500.00000000 160.00000000  80.00000000
288   0.00000000 170.00000000  80.00000000
288 500.00000000 170.00000000  80.00000000
289   0.00000000   0.00000000  70.00000000
289 500.00000000   0.00000000  70.00000000
290   0.00000000 -10.00000000  70.00000000
290 500.00000000 -10.00000000  70.00000000
291   0.00000000 -20.00000000  70.00000000
291 500.00000000 -20.00000000  70.00000000
292   0.00000000 -30.00000000  70.00000000
292 500.00000000 -30.00000000  70.00000000
293   0.00000000 -40.00000000  70.00000000
293 500.00000000 -40.00000000  70.00000000
294   0.00000000 -50.00000000  70.00000000
294 500.00000000 -50.00000000  70.00000000
295   0.00000000 -60.00000000  70.00000000
295 500.00000000 -60.00000000  70.00000000
296   0.00000000 -70.00000000  70.00000000
296 500.00000000 -70.00000000  70.00000000
297   0.00000000 -80.00000000  70.00000000
297 500.00000000 -80.00000000  70.00000000
298   0.00000000 -90.00000000  70.00000000
298 500.00000000 -90.00000000  70.00000000
299   0.00000000 -100.00000000  70.00000000
299 500.00000000 -100.00000000  70.00000000
300   0.00000000 -110.00000000  70.00000000
300 500.00000000 -110.00000000  70.00000000
301   0.00000000 -120.00000000  70.00000000
301 500.00000000 -120.00000000  70.00000000
302   0.00000000 -130.00000000  70.00000000
302 500.00000000 -130.00000000  70.00000000
303   0.00000000 -140.00000000  70.00000000
303 500.00000000 -140.00000000  70.00000000
304   0.00000000 -150.00000000  70.00000000
304 500.00000000 -150.00000000  70.00000000
305   0.00000000 -160.00000000  70.00000000
305 500.00000000 -160.00000000  70.00000000
306   0.00000000 -170.00000000  70.00000000
306 500.00000000 -170.00000000  70.00000000
307   0.00000000 -180.00000000  70.00000000
307 500.00000000 -180.00000000  70.00000000
308   0.00000000  10.00000000  70.00000000
308 500.00000000  10.00000000  70.00000000
309   0.00000000  20.00000000  70.00000000
309 500.00000000  20.00000000  70.00000000
310   0.00000000  30.00000000  70.00000000
310 500.00000000  30.00000000  70.00000000
311   0.00000000  40.00000000  70.00000000
311 500.00000000  40.00000000  70.00000000
312   0.00000000  50.00000000  70.00000000
312 500.00000000  50.00000000  70.00000000
313   0.00000000  60.00000000  70.00000000
313 500.00000000  60.00000000  70.00000000
314   0.00000000  70.00000000  70.00000000
314 500.00000000  70.00000000  70.00000000
315   0.00000000  80.00000000  70.00000000
315 500.00000000  80.00000000  70.00000000
316   0.00000000  90.00000000  70.00000000
316 500.00000000  90.00000000  70.00000000
317   0.00000000 100.00000000  70.00000000
317 500.00000000 100.00000000  70.00000000
318   0.00000000 110.00000000  70.00000000
318 500.00000000 110.00000000  70.00000000
319   0.00000000 120.00000000  70.00000000
319 500.00000000 120.00000000  70.00000000
320   0.00000000 130.00000000  70.00000000
320 500.00000000 130.00000000  70.00000000
321   0.00000000 140.00000000  70.00000000
321 500.00000000 140.00000000  70.00000000
322   0.00000000 150.00000000  70.00000000
322 500.00000000 150.00000000  70.00000000
323   0.00000000 160.00000000  70.00000000
323 500.00000000 160.00000000  70.00000000
324   0.00000000 170.00000000  70.00000000
324 500.00000000 170.00000000  70.00000000
325   0.00000000   0.00000000  90.00000000
325 500.00000000   0.00000000  90.00000000
326   0.00000000 -10.00000000  90.00000000
326 500.00000000 -10.00000000  90.00000000
327   0.00000000 -20.00000000  90.00000000
327 500.00000000 -20.00000000  90.00000000
328   0.00000000 -30.00000000  90.00000000
328 500.00000000 -30.00000000  90.00000000
329   0.00000000 -40.00000000  90.00000000
329 500.00000000 -40.00000000  90.00000000
330   0.00000000 -50.00000000  90.00000000
330 500.00000000 -50.00000000  90.00000000
331   0.00000000 -60.00000000  90.00000000
331 500.00000000 -60.00000000  90.00000000
332   0.00000000 -70.00000000  90.00000000
332 500.00000000 -70.00000000  90.00000000
333   0.00000000 -80.00000000  90.00000000
333 500.00000000 -80.00000000  90.00000000
334   0.00000000 -90.00000000  90.00000000
334 500.00000000 -90.00000000  90.00000000
335   0.00000000 -100.00000000  90.00000000
335 500.00000000 -100.00000000  90.00000000
336   0.00000000 -110.00000000  90.00000000
336 500.00000000 -110.00000000  90.00000000
337   0.00000000 -120.00000000  90.00000000
337 500.00000000 -120.00000000  90.00000000
338   0.00000000 -130.00000000  90.00000000
338 500.00000000 -130.00000000  90.00000000
339   0.00000000 -140.00000000  90.00000000
339 500.00000000 -140.00000000  90.00000000
340   0.00000000 -150.00000000  90.00000000
340 500.00000000 -150.00000000  90.00000000
