19200
1    230.000    310.000    130.000      0.039     -3.102     205.156  -4.874018e+001  -3.705980e+000
1    230.000    310.000    130.000      0.039     -3.024     205.156  -4.314647e+001  1.887726e+000
1    230.000    310.000    130.000      0.039     -2.945     205.156  -4.151394e+001  3.520264e+000
1    230.000    310.000    130.000      0.039     -2.867     205.156  -4.769268e+001  -2.658480e+000
1    230.000    310.000    130.000      0.039     -2.788     205.156  -4.662392e+001  -1.589717e+000
1    230.000    310.000    130.000      0.039     -2.710     205.156  -3.773728e+001  7.296921e+000
1    230.000    310.000    130.000      0.039     -2.631     205.156  -5.472928e+001  -9.695084e+000
1    230.000    310.000    130.000      0.039     -2.553     205.156  -4.284165e+001  2.192549e+000
1    230.000    310.000    130.000      0.039     -2.474     205.156  -4.185516e+001  3.179041e+000
1    230.000    310.000    130.000      0.039     -2.395     205.156  -3.504177e+001  9.992431e+000
1    230.000    310.000    130.000      0.039     -2.317     205.156  -3.392042e+001  1.111378e+001
1    230.000    310.000    130.000      0.039     -2.238     205.156  -4.628691e+001  -1.252707e+000
1    230.000    310.000    130.000      0.039     -2.160     205.156  -3.746606e+001  7.568143e+000
1    230.000    310.000    130.000      0.039     -2.081     205.156  -5.065833e+001  -5.624127e+000
1    230.000    310.000    130.000      0.039     -2.003     205.156  -4.791514e+001  -2.880943e+000
1    230.000    310.000    130.000      0.039     -1.924     205.156  -5.631627e+001  -1.128207e+001
1    230.000    310.000    130.000      0.039     -1.846     205.156  -4.665288e+001  -1.618683e+000
1    230.000    310.000    130.000      0.039     -1.767     205.156  -5.126224e+001  -6.228041e+000
1    230.000    310.000    130.000      0.039     -1.689     205.156  -4.569288e+001  -6.586782e-001
1    230.000    310.000    130.000      0.039     -1.610     205.156  -5.303456e+001  -8.000362e+000
1    230.000    310.000    130.000      0.039     -1.532     205.156  -3.729738e+001  7.736819e+000
1    230.000    310.000    130.000      0.039     -1.453     205.156  -5.007513e+001  -5.040929e+000
1    230.000    310.000    130.000      0.039     -1.374     205.156  -4.231278e+001  2.721417e+000
1    230.000    310.000    130.000      0.039     -1.296     205.156  -3.616906e+001  8.865138e+000
1    230.000    310.000    130.000      0.039     -1.217     205.156  -4.594121e+001  -9.070083e-001
1    230.000    310.000    130.000      0.039     -1.139     205.156  -4.816238e+001  -3.128178e+000
1    230.000    310.000    130.000      0.039     -1.060     205.156  -4.411835e+001  9.158470e-001
1    230.000    310.000    130.000      0.039     -0.982     205.156  -4.255490e+001  2.479302e+000
1    230.000    310.000    130.000      0.039     -0.903     205.156  -4.755707e+001  -2.522869e+000
1    230.000    310.000    130.000      0.039     -0.825     205.156  -5.540739e+001  -1.037319e+001
1    230.000    310.000    130.000      0.039     -0.746     205.156  -4.716621e+001  -2.132013e+000
1    230.000    310.000    130.000      0.039     -0.668     205.156  -4.352496e+001  1.509237e+000
1    230.000    310.000    130.000      0.039     -0.589     205.156  -2.946079e+001  1.557341e+001
1    230.000    310.000    130.000      0.039     -0.511     205.156  -4.670114e+001  -1.666943e+000
1    230.000    310.000    130.000      0.039     -0.432     205.156  -4.661952e+001  -1.585316e+000
1    230.000    310.000    130.000      0.039     -0.353     205.156  -5.185218e+001  -6.817975e+000
1    230.000    310.000    130.000      0.039     -0.275     205.156  -4.617264e+001  -1.138442e+000
1    230.000    310.000    130.000      0.039     -0.196     205.156  -4.107826e+001  3.955939e+000
1    230.000    310.000    130.000      0.039     -0.118     205.156  -4.492572e+001  1.084794e-001
1    230.000    310.000    130.000      0.039     -0.039     205.156  -5.255534e+001  -7.521145e+000
1    230.000    310.000    130.000      0.039      0.039     205.156  8.617566e+000  8.617566e+000
1    230.000    310.000    130.000      0.039      0.118     205.156  7.211166e+000  7.211166e+000
1    230.000    310.000    130.000      0.039      0.196     205.156  2.988368e+000  2.988368e+000
1    230.000    310.000    130.000      0.039      0.275     205.156  1.269373e+000  1.269373e+000
1    230.000    310.000    130.000      0.039      0.353     205.156  -1.054892e+000  -1.054892e+000
1    230.000    310.000    130.000      0.039      0.432     205.156  -2.627285e+000  -2.627285e+000
1    230.000    310.000    130.000      0.039      0.511     205.156  -2.474526e+000  -2.474526e+000
1    230.000    310.000    130.000      0.039      0.589     205.156  -2.786662e+000  -2.786662e+000
1    230.000    310.000    130.000      0.039      0.668     205.156  -9.146296e-002  -9.146325e-002
1    230.000    310.000    130.000      0.039      0.746     200.152  -1.191454e-001  -1.191457e-001
1    230.000    310.000    130.000      0.039      0.825     200.152  8.192856e+000  8.192856e+000
1    230.000    310.000    130.000      0.039      0.903     200.152  -3.570321e+000  -3.570321e+000
1    230.000    310.000    130.000      0.039      0.982     200.152  -1.009137e+001  -1.009137e+001
1    230.000    310.000    130.000      0.039      1.060     200.152  2.176617e-001  2.176614e-001
1    230.000    310.000    130.000      0.039      1.139     200.152  8.599146e+000  8.599145e+000
1    230.000    310.000    130.000      0.039      1.217     200.152  -1.575025e+001  -1.575025e+001
1    230.000    310.000    130.000      0.039      1.296     200.152  -1.260701e+001  -1.260701e+001
1    230.000    310.000    130.000      0.039      1.374     200.152  6.535854e-001  6.535851e-001
1    230.000    310.000    130.000      0.039      1.453     200.152  -1.180288e+001  -1.180288e+001
1    230.000    310.000    130.000      0.039      1.532     200.152  -7.088569e+000  -7.088569e+000
1    230.000    310.000    130.000      0.039      1.610     200.152  1.133526e+000  1.133526e+000
1    230.000    310.000    130.000      0.039      1.689     200.152  -1.366846e+001  -1.366846e+001
1    230.000    310.000    130.000      0.039      1.767     200.152  2.794557e+000  2.794557e+000
1    230.000    310.000    130.000      0.039      1.846     200.152  -2.259606e+000  -2.259607e+000
1    230.000    310.000    130.000      0.039      1.924     200.152  5.486076e-001  5.486074e-001
1    230.000    310.000    130.000      0.039      2.003     200.152  -2.276907e+000  -2.276907e+000
1    230.000    310.000    130.000      0.039      2.081     200.152  1.839183e+000  1.839183e+000
1    230.000    310.000    130.000      0.039      2.160     200.152  1.229212e+000  1.229212e+000
1    230.000    310.000    130.000      0.039      2.238     200.152  -9.344919e-001  -9.344921e-001
1    230.000    310.000    130.000      0.039      2.317     200.152  2.000749e+000  2.000748e+000
1    230.000    310.000    130.000      0.039      2.395     200.152  1.468970e+001  1.468970e+001
1    230.000    310.000    130.000      0.039      2.474     205.156  1.793511e+000  1.793511e+000
1    230.000    310.000    130.000      0.039      2.553     205.156  -3.072764e+000  -3.072764e+000
1    230.000    310.000    130.000      0.039      2.631     205.156  -1.264163e+001  -1.264163e+001
1    230.000    310.000    130.000      0.039      2.710     205.156  -8.890964e+000  -8.890965e+000
1    230.000    310.000    130.000      0.039      2.788     205.156  -1.119480e+000  -1.119481e+000
1    230.000    310.000    130.000      0.039      2.867     205.156  2.271735e+000  2.271734e+000
1    230.000    310.000    130.000      0.039      2.945     205.156  2.255765e-001  2.255763e-001
1    230.000    310.000    130.000      0.039      3.024     205.156  4.708607e-001  4.708604e-001
1    230.000    310.000    130.000      0.039      3.102     205.156  1.474004e+001  1.474004e+001
1    230.000    310.000    130.000      0.118     -3.102     206.436  2.938485e+000  2.938484e+000
1    230.000    310.000    130.000      0.118     -3.024     206.436  1.059293e+001  1.059293e+001
1    230.000    310.000    130.000      0.118     -2.945     206.436  -4.381551e+000  -4.381551e+000
1    230.000    310.000    130.000      0.118     -2.867     206.436  1.758565e+001  1.758565e+001
1    230.000    310.000    130.000      0.118     -2.788     206.436  6.827381e+000  6.827379e+000
1    230.000    310.000    130.000      0.118     -2.710     206.436  7.918636e+000  7.918634e+000
1    230.000    310.000    130.000      0.118     -2.631     206.436  8.696214e+000  8.696211e+000
1    230.000    310.000    130.000      0.118     -2.553     206.436  4.488279e+000  5.916689e+000
1    230.000    310.000    130.000      0.118     -2.474     211.471  8.913637e-002  7.552886e+000
1    230.000    310.000    130.000      0.118     -2.395     211.471  -1.984834e+001  -4.823943e+000
1    230.000    310.000    130.000      0.118     -2.317     211.471  -1.652872e+001  7.897285e+000
1    230.000    310.000    130.000      0.118     -2.238     211.471  -4.004421e+001  -3.472506e+000
1    230.000    310.000    130.000      0.118     -2.160     211.471  -4.750380e+001  -2.188701e+000
1    230.000    310.000    130.000      0.118     -2.081     211.471  -4.023002e+001  5.085079e+000
1    230.000    310.000    130.000      0.118     -2.003     211.471  -2.936974e+001  1.594536e+001
1    230.000    310.000    130.000      0.118     -1.924     211.471  -5.383012e+001  -8.515018e+000
1    230.000    310.000    130.000      0.118     -1.846     211.471  -3.996393e+001  5.351166e+000
1    230.000    310.000    130.000      0.118     -1.767     211.471  -4.380301e+001  1.512090e+000
1    230.000    310.000    130.000      0.118     -1.689     211.471  -4.661169e+001  -1.296590e+000
1    230.000    310.000    130.000      0.118     -1.610     211.471  -5.101106e+001  -5.695961e+000
1    230.000    310.000    130.000      0.118     -1.532     211.471  -4.307175e+001  2.243351e+000
1    230.000    310.000    130.000      0.118     -1.453     211.471  -5.361403e+001  -8.298934e+000
1    230.000    310.000    130.000      0.118     -1.374     211.471  -4.842848e+001  -3.113377e+000
1    230.000    310.000    130.000      0.118     -1.296     211.471  -5.218655e+001  -6.871450e+000
1    230.000    310.000    130.000      0.118     -1.217     211.471  -4.779510e+001  -2.479996e+000
1    230.000    310.000    130.000      0.118     -1.139     211.471  -4.314467e+001  2.170427e+000
1    230.000    310.000    130.000      0.118     -1.060     211.471  -3.958956e+001  5.725542e+000
1    230.000    310.000    130.000      0.118     -0.982     211.471  -3.944831e+001  5.866792e+000
1    230.000    310.000    130.000      0.118     -0.903     211.471  -3.913121e+001  6.183895e+000
1    230.000    310.000    130.000      0.118     -0.825     211.471  -5.539507e+001  -1.007997e+001
1    230.000    310.000    130.000      0.118     -0.746     211.471  -5.188528e+001  -6.570176e+000
1    230.000    310.000    130.000      0.118     -0.668     211.471  -4.641038e+001  -1.095279e+000
1    230.000    310.000    130.000      0.118     -0.589     206.436  -4.896937e+001  -3.654266e+000
1    230.000    310.000    130.000      0.118     -0.511     206.436  -4.123512e+001  4.079977e+000
1    230.000    310.000    130.000      0.118     -0.432     206.436  -5.148027e+001  -6.165167e+000
1    230.000    310.000    130.000      0.118     -0.353     206.436  -4.137861e+001  3.936492e+000
