ID X Y Z Length
180 230.00000000 270.00000000  70.00000000 500.00000000
181 230.00000000 270.00000000  70.00000000 500.00000000
182 230.00000000 270.00000000  70.00000000 500.00000000
183 230.00000000 270.00000000  70.00000000 500.00000000
184 230.00000000 270.00000000  70.00000000 500.00000000
185 230.00000000 270.00000000  70.00000000 500.00000000
186 230.00000000 270.00000000  70.00000000 500.00000000
187 230.00000000 270.00000000  70.00000000 500.00000000
188 230.00000000 270.00000000  70.00000000 500.00000000
189 230.00000000 270.00000000  70.00000000 500.00000000
190 230.00000000 270.00000000  70.00000000 500.00000000
191 230.00000000 270.00000000  70.00000000 500.00000000
192 230.00000000 270.00000000  70.00000000 500.00000000
193 230.00000000 270.00000000  70.00000000 500.00000000
194 230.00000000 270.00000000  70.00000000 500.00000000
195 230.00000000 270.00000000  70.00000000 500.00000000
196 230.00000000 270.00000000  70.00000000 500.00000000
197 230.00000000 270.00000000  70.00000000 500.00000000
198 230.00000000 270.00000000  70.00000000 500.00000000
199 230.00000000 270.00000000  70.00000000 500.00000000
200 230.00000000 270.00000000  70.00000000 500.00000000
201 230.00000000 270.00000000  70.00000000 500.00000000
202 230.00000000 270.00000000  70.00000000 500.00000000
203 230.00000000 270.00000000  70.00000000 500.00000000
204 230.00000000 270.00000000  70.00000000 500.00000000
205 230.00000000 270.00000000  70.00000000 500.00000000
206 230.00000000 270.00000000  70.00000000 500.00000000
207 230.00000000 270.00000000  70.00000000 500.00000000
208 230.00000000 270.00000000  70.00000000 500.00000000
209 230.00000000 270.00000000  70.00000000 500.00000000
210 230.00000000 270.00000000  70.00000000 500.00000000
211 230.00000000 270.00000000  70.00000000 500.00000000
212 230.00000000 270.00000000  70.00000000 500.00000000
213 230.00000000 270.00000000  70.00000000 500.00000000
214 230.00000000 270.00000000  70.00000000 500.00000000
215 230.00000000 270.00000000  70.00000000 500.00000000
216 230.00000000 270.00000000  70.00000000 500.00000000
217 230.00000000 230.00000000  70.00000000 500.00000000
218 230.00000000 230.00000000  70.00000000 500.00000000
219 230.00000000 230.00000000  70.00000000 500.00000000
220 230.00000000 230.00000000  70.00000000 500.00000000
221 230.00000000 230.00000000  70.00000000 500.00000000
222 230.00000000 230.00000000  70.00000000 500.00000000
223 230.00000000 230.00000000  70.00000000 500.00000000
224 230.00000000 230.00000000  70.00000000 500.00000000
225 230.00000000 230.00000000  70.00000000 500.00000000
226 230.00000000 230.00000000  70.00000000 500.00000000
227 230.00000000 230.00000000  70.00000000 500.00000000
228 230.00000000 230.00000000  70.00000000 500.00000000
229 230.00000000 230.00000000  70.00000000 500.00000000
230 230.00000000 230.00000000  70.00000000 500.00000000
231 230.00000000 230.00000000  70.00000000 500.00000000
232 230.00000000 230.00000000  70.00000000 500.00000000
233 230.00000000 230.00000000  70.00000000 500.00000000
234 230.00000000 230.00000000  70.00000000 500.00000000
235 230.00000000 230.00000000  70.00000000 500.00000000
236 230.00000000 230.00000000  70.00000000 500.00000000
237 230.00000000 230.00000000  70.00000000 500.00000000
238 230.00000000 230.00000000  70.00000000 500.00000000
239 230.00000000 230.00000000  70.00000000 500.00000000
240 230.00000000 230.00000000  70.00000000 500.00000000
241 230.00000000 230.00000000  70.00000000 500.00000000
242 230.00000000 230.00000000  70.00000000 500.00000000
243 230.00000000 230.00000000  70.00000000 500.00000000
244 230.00000000 230.00000000  70.00000000 500.00000000
245 230.00000000 230.00000000  70.00000000 500.00000000
246 230.00000000 230.00000000  70.00000000 500.00000000
247 230.00000000 230.00000000  70.00000000 500.00000000
248 230.00000000 230.00000000  70.00000000 500.00000000
249 230.00000000 230.00000000  70.00000000 500.00000000
250 230.00000000 230.00000000  70.00000000 500.00000000
251 230.00000000 230.00000000  70.00000000 500.00000000
252 230.00000000 230.00000000  70.00000000 500.00000000
253 230.00000000 230.00000000  70.00000000 500.00000000
254 230.00000000 230.00000000  70.00000000 500.00000000
255 230.00000000 230.00000000  70.00000000 500.00000000
256 230.00000000 230.00000000  70.00000000 500.00000000
257 230.00000000 230.00000000  70.00000000 500.00000000
258 230.00000000 230.00000000  70.00000000 500.00000000
259 230.00000000 230.00000000  70.00000000 500.00000000
260 230.00000000 230.00000000  70.00000000 500.00000000
261 230.00000000 230.00000000  70.00000000 500.00000000
262 230.00000000 230.00000000  70.00000000 500.00000000
263 230.00000000 230.00000000  70.00000000 500.00000000
264 230.00000000 230.00000000  70.00000000 500.00000000
265 230.00000000 230.00000000  70.00000000 500.00000000
266 230.00000000 230.00000000  70.00000000 500.00000000
267 230.00000000 230.00000000  70.00000000 500.00000000
268 230.00000000 230.00000000  70.00000000 500.00000000
269 230.00000000 230.00000000  70.00000000 500.00000000
270 230.00000000 230.00000000  70.00000000 500.00000000
271 230.00000000 230.00000000  70.00000000 500.00000000
272 230.00000000 230.00000000  70.00000000 500.00000000
273 230.00000000 230.00000000  70.00000000 500.00000000
274 230.00000000 230.00000000  70.00000000 500.00000000
275 230.00000000 230.00000000  70.00000000 500.00000000
276 230.00000000 230.00000000  70.00000000 500.00000000
277 230.00000000 230.00000000  70.00000000 500.00000000
278 230.00000000 230.00000000  70.00000000 500.00000000
279 230.00000000 230.00000000  70.00000000 500.00000000
280 230.00000000 230.00000000  70.00000000 500.00000000
281 230.00000000 230.00000000  70.00000000 500.00000000
282 230.00000000 230.00000000  70.00000000 500.00000000
283 230.00000000 230.00000000  70.00000000 500.00000000
284 230.00000000 230.00000000  70.00000000 500.00000000
285 230.00000000 230.00000000  70.00000000 500.00000000
286 230.00000000 230.00000000  70.00000000 500.00000000
287 230.00000000 230.00000000  70.00000000 500.00000000
288 230.00000000 230.00000000  70.00000000 500.00000000
289 230.00000000 230.00000000  70.00000000 500.00000000
290 230.00000000 230.00000000  70.00000000 500.00000000
291 230.00000000 230.00000000  70.00000000 500.00000000
292 230.00000000 230.00000000  70.00000000 500.00000000
293 230.00000000 230.00000000  70.00000000 500.00000000
294 230.00000000 230.00000000  70.00000000 500.00000000
295 230.00000000 230.00000000  70.00000000 500.00000000
296 230.00000000 230.00000000  70.00000000 500.00000000
297 230.00000000 230.00000000  70.00000000 500.00000000
298 230.00000000 230.00000000  70.00000000 500.00000000
299 230.00000000 230.00000000  70.00000000 500.00000000
300 230.00000000 230.00000000  70.00000000 500.00000000
301 230.00000000 230.00000000  70.00000000 500.00000000
302 230.00000000 230.00000000  70.00000000 500.00000000
303 230.00000000 230.00000000  70.00000000 500.00000000
304 230.00000000 230.00000000  70.00000000 500.00000000
305 230.00000000 230.00000000  70.00000000 500.00000000
306 230.00000000 230.00000000  70.00000000 500.00000000
307 230.00000000 230.00000000  70.00000000 500.00000000
308 230.00000000 230.00000000  70.00000000 500.00000000
309 230.00000000 230.00000000  70.00000000 500.00000000
310 230.00000000 230.00000000  70.00000000 500.00000000
311 230.00000000 230.00000000  70.00000000 500.00000000
312 230.00000000 230.00000000  70.00000000 500.00000000
313 230.00000000 230.00000000  70.00000000 500.00000000
314 230.00000000 230.00000000  70.00000000 500.00000000
315 230.00000000 230.00000000  70.00000000 500.00000000
316 230.00000000 230.00000000  70.00000000 500.00000000
317 230.00000000 230.00000000  70.00000000 500.00000000
318 230.00000000 230.00000000  70.00000000 500.00000000
319 230.00000000 230.00000000  70.00000000 500.00000000
320 230.00000000 230.00000000  70.00000000 500.00000000
321 230.00000000 230.00000000  70.00000000 500.00000000
322 230.00000000 230.00000000  70.00000000 500.00000000
323 230.00000000 230.00000000  70.00000000 500.00000000
324 230.00000000 230.00000000  70.00000000 500.00000000
325 230.00000000 190.00000000  70.00000000 500.00000000
326 230.00000000 190.00000000  70.00000000 500.00000000
327 230.00000000 190.00000000  70.00000000 500.00000000
328 230.00000000 190.00000000  70.00000000 500.00000000
329 230.00000000 190.00000000  70.00000000 500.00000000
330 230.00000000 190.00000000  70.00000000 500.00000000
331 230.00000000 190.00000000  70.00000000 500.00000000
332 230.00000000 190.00000000  70.00000000 500.00000000
333 230.00000000 190.00000000  70.00000000 500.00000000
334 230.00000000 190.00000000  70.00000000 500.00000000
335 230.00000000 190.00000000  70.00000000 500.00000000
336 230.00000000 190.00000000  70.00000000 500.00000000
337 230.00000000 190.00000000  70.00000000 500.00000000
338 230.00000000 190.00000000  70.00000000 500.00000000
339 230.00000000 190.00000000  70.00000000 500.00000000
340 230.00000000 190.00000000  70.00000000 500.00000000
341 230.00000000 190.00000000  70.00000000 500.00000000
342 230.00000000 190.00000000  70.00000000 500.00000000
343 230.00000000 190.00000000  70.00000000 500.00000000
344 230.00000000 190.00000000  70.00000000 500.00000000
345 230.00000000 190.00000000  70.00000000 500.00000000
346 230.00000000 190.00000000  70.00000000 500.00000000
347 230.00000000 190.00000000  70.00000000 500.00000000
348 230.00000000 190.00000000  70.00000000 500.00000000
349 230.00000000 190.00000000  70.00000000 500.00000000
350 230.00000000 190.00000000  70.00000000 500.00000000
351 230.00000000 190.00000000  70.00000000 500.00000000
352 230.00000000 190.00000000  70.00000000 500.00000000
353 230.00000000 190.00000000  70.00000000 500.00000000
354 230.00000000 190.00000000  70.00000000 500.00000000
355 230.00000000 190.00000000  70.00000000 500.00000000
356 230.00000000 190.00000000  70.00000000 500.00000000
357 230.00000000 190.00000000  70.00000000 500.00000000
358 230.00000000 190.00000000  70.00000000 500.00000000
359 230.00000000 190.00000000  70.00000000 500.00000000
360 230.00000000 190.00000000  70.00000000 500.00000000
361 230.00000000 190.00000000  70.00000000 500.00000000
362 230.00000000 190.00000000  70.00000000 500.00000000
363 230.00000000 190.00000000  70.00000000 500.00000000
364 230.00000000 190.00000000  70.00000000 500.00000000
365 230.00000000 190.00000000  70.00000000 500.00000000
366 230.00000000 190.00000000  70.00000000 500.00000000
367 230.00000000 190.00000000  70.00000000 500.00000000
368 230.00000000 190.00000000  70.00000000 500.00000000
369 230.00000000 190.00000000  70.00000000 500.00000000
370 230.00000000 190.00000000  70.00000000 500.00000000
371 230.00000000 190.00000000  70.00000000 500.00000000
372 230.00000000 190.00000000  70.00000000 500.00000000
373 230.00000000 190.00000000  70.00000000 500.00000000
374 230.00000000 190.00000000  70.00000000 500.00000000
375 230.00000000 190.00000000  70.00000000 500.00000000
376 230.00000000 190.00000000  70.00000000 500.00000000
377 230.00000000 190.00000000  70.00000000 500.00000000
378 230.00000000 190.00000000  70.00000000 500.00000000
379 230.00000000 190.00000000  70.00000000 500.00000000
380 230.00000000 190.00000000  70.00000000 500.00000000
381 230.00000000 190.00000000  70.00000000 500.00000000
382 230.00000000 190.00000000  70.00000000 500.00000000
383 230.00000000 190.00000000  70.00000000 500.00000000
384 230.00000000 190.00000000  70.00000000 500.00000000
385 230.00000000 190.00000000  70.00000000 500.00000000
386 230.00000000 190.00000000  70.00000000 500.00000000
387 230.00000000 190.00000000  70.00000000 500.00000000
388 230.00000000 190.00000000  70.00000000 500.00000000
389 230.00000000 190.00000000  70.00000000 500.00000000
390 230.00000000 190.00000000  70.00000000 500.00000000
391 230.00000000 190.00000000  70.00000000 500.00000000
392 230.00000000 190.00000000  70.00000000 500.00000000
393 230.00000000 190.00000000  70.00000000 500.00000000
394 230.00000000 190.00000000  70.00000000 500.00000000
395 230.00000000 190.00000000  70.00000000 500.00000000
396 230.00000000 190.00000000  70.00000000 500.00000000
397 230.00000000 190.00000000  70.00000000 500.00000000
398 230.00000000 190.00000000  70.00000000 500.00000000
399 230.00000000 190.00000000  70.00000000 500.00000000
400 230.00000000 190.00000000  70.00000000 500.00000000
401 230.00000000 190.00000000  70.00000000 500.00000000
402 230.00000000 190.00000000  70.00000000 500.00000000
403 230.00000000 190.00000000  70.00000000 500.00000000
404 230.00000000 190.00000000  70.00000000 500.00000000
405 230.00000000 190.00000000  70.00000000 500.00000000
406 230.00000000 190.00000000  70.00000000 500.00000000
407 230.00000000 190.00000000  70.00000000 500.00000000
408 230.00000000 190.00000000  70.00000000 500.00000000
409 230.00000000 190.00000000  70.00000000 500.00000000
410 230.00000000 190.00000000  70.00000000 500.00000000
411 230.00000000 190.00000000  70.00000000 500.00000000
412 230.00000000 190.00000000  70.00000000 500.00000000
413 230.00000000 190.00000000  70.00000000 500.00000000
414 230.00000000 190.00000000  70.00000000 500.00000000
415 230.00000000 190.00000000  70.00000000 500.00000000
416 230.00000000 190.00000000  70.00000000 500.00000000
417 230.00000000 190.00000000  70.00000000 500.00000000
418 230.00000000 190.00000000  70.00000000 500.00000000
419 230.00000000 190.00000000  70.00000000 500.00000000
420 230.00000000 190.00000000  70.00000000 500.00000000
421 230.00000000 190.00000000  70.00000000 500.00000000
422 230.00000000 190.00000000  70.00000000 500.00000000
423 230.00000000 190.00000000  70.00000000 500.00000000
424 230.00000000 190.00000000  70.00000000 500.00000000
425 230.00000000 190.00000000  70.00000000 500.00000000
426 230.00000000 190.00000000  70.00000000 500.00000000
427 230.00000000 190.00000000  70.00000000 500.00000000
428 230.00000000 190.00000000  70.00000000 500.00000000
429 230.00000000 190.00000000  70.00000000 500.00000000
430 230.00000000 190.00000000  70.00000000 500.00000000
431 230.00000000 190.00000000  70.00000000 500.00000000
432 230.00000000 190.00000000  70.00000000 500.00000000
433 190.00000000 310.00000000  70.00000000 500.00000000
434 190.00000000 310.00000000  70.00000000 500.00000000
435 190.00000000 310.00000000  70.00000000 500.00000000
436 190.00000000 310.00000000  70.00000000 500.00000000
437 190.00000000 310.00000000  70.00000000 500.00000000
438 190.00000000 310.00000000  70.00000000 500.00000000
439 190.00000000 310.00000000  70.00000000 500.00000000
440 190.00000000 310.00000000  70.00000000 500.00000000
441 190.00000000 310.00000000  70.00000000 500.00000000
442 190.00000000 310.00000000  70.00000000 500.00000000
443 190.00000000 310.00000000  70.00000000 500.00000000
444 190.00000000 310.00000000  70.00000000 500.00000000
445 190.00000000 310.00000000  70.00000000 500.00000000
446 190.00000000 310.00000000  70.00000000 500.00000000
447 190.00000000 310.00000000  70.00000000 500.00000000
448 190.00000000 310.00000000  70.00000000 500.00000000
449 190.00000000 310.00000000  70.00000000 500.00000000
450 190.00000000 310.00000000  70.00000000 500.00000000
451 190.00000000 310.00000000  70.00000000 500.00000000
452 190.00000000 310.00000000  70.00000000 500.00000000
453 190.00000000 310.00000000  70.00000000 500.00000000
454 190.00000000 310.00000000  70.00000000 500.00000000
455 190.00000000 310.00000000  70.00000000 500.00000000
456 190.00000000 310.00000000  70.00000000 500.00000000
457 190.00000000 310.00000000  70.00000000 500.00000000
458 190.00000000 310.00000000  70.00000000 500.00000000
459 190.00000000 310.00000000  70.00000000 500.00000000
460 190.00000000 310.00000000  70.00000000 500.00000000
461 190.00000000 310.00000000  70.00000000 500.00000000
462 190.00000000 310.00000000  70.00000000 500.00000000
463 190.00000000 310.00000000  70.00000000 500.00000000
464 190.00000000 310.00000000  70.00000000 500.00000000
465 190.00000000 310.00000000  70.00000000 500.00000000
466 190.00000000 310.00000000  70.00000000 500.00000000
467 190.00000000 310.00000000  70.00000000 500.00000000
468 190.00000000 310.00000000  70.00000000 500.00000000
469 190.00000000 310.00000000  70.00000000 500.00000000
470 190.00000000 310.00000000  70.00000000 500.00000000
471 190.00000000 310.00000000  70.00000000 500.00000000
472 190.00000000 310.00000000  70.00000000 500.00000000
473 190.00000000 310.00000000  70.00000000 500.00000000
474 190.00000000 310.00000000  70.00000000 500.00000000
475 190.00000000 310.00000000  70.00000000 500.00000000
476 190.00000000 310.00000000  70.00000000 500.00000000
477 190.00000000 310.00000000  70.00000000 500.00000000
478 190.00000000 310.00000000  70.00000000 500.00000000
479 190.00000000 310.00000000  70.00000000 500.00000000
480 190.00000000 310.00000000  70.00000000 500.00000000
481 190.00000000 310.00000000  70.00000000 500.00000000
482 190.00000000 310.00000000  70.00000000 500.00000000
483 190.00000000 310.00000000  70.00000000 500.00000000
484 190.00000000 310.00000000  70.00000000 500.00000000
485 190.00000000 310.00000000  70.00000000 500.00000000
486 190.00000000 310.00000000  70.00000000 500.00000000
487 190.00000000 310.00000000  70.00000000 500.00000000
488 190.00000000 310.00000000  70.00000000 500.00000000
489 190.00000000 310.00000000  70.00000000 500.00000000
490 190.00000000 310.00000000  70.00000000 500.00000000
491 190.00000000 310.00000000  70.00000000 500.00000000
492 190.00000000 310.00000000  70.00000000 500.00000000
493 190.00000000 310.00000000  70.00000000 500.00000000
494 190.00000000 310.00000000  70.00000000 500.00000000
495 190.00000000 310.00000000  70.00000000 500.00000000
496 190.00000000 310.00000000  70.00000000 500.00000000
497 190.00000000 310.00000000  70.00000000 500.00000000
498 190.00000000 310.00000000  70.00000000 500.00000000
499 190.00000000 310.00000000  70.00000000 500.00000000
500 190.00000000 310.00000000  70.00000000 500.00000000
501 190.00000000 310.00000000  70.00000000 500.00000000
502 190.00000000 310.00000000  70.00000000 500.00000000
503 190.00000000 310.00000000  70.00000000 500.00000000
504 190.00000000 310.00000000  70.00000000 500.00000000
505 190.00000000 310.00000000  70.00000000 500.00000000
506 190.00000000 310.00000000  70.00000000 500.00000000
507 190.00000000 310.00000000  70.00000000 500.00000000
508 190.00000000 310.00000000  70.00000000 500.00000000
509 190.00000000 310.00000000  70.00000000 500.00000000
510 190.00000000 310.00000000  70.00000000 500.00000000
511 190.00000000 310.00000000  70.00000000 500.00000000
512 190.00000000 310.00000000  70.00000000 500.00000000
513 190.00000000 310.00000000  70.00000000 500.00000000
514 190.00000000 310.00000000  70.00000000 500.00000000
515 190.00000000 310.00000000  70.00000000 500.00000000
516 190.00000000 310.00000000  70.00000000 500.00000000
517 190.00000000 310.00000000  70.00000000 500.00000000
518 190.00000000 310.00000000  70.00000000 500.00000000
519 190.00000000 310.00000000  70.00000000 500.00000000
520 190.00000000 310.00000000  70.00000000 500.00000000
521 190.00000000 310.00000000  70.00000000 500.00000000
522 190.00000000 310.00000000  70.00000000 500.00000000
523 190.00000000 310.00000000  70.00000000 500.00000000
524 190.00000000 310.00000000  70.00000000 500.00000000
525 190.00000000 310.00000000  70.00000000 500.00000000
526 190.00000000 310.00000000  70.00000000 500.00000000
527 190.00000000 310.00000000  70.00000000 500.00000000
528 190.00000000 310.00000000  70.00000000 500.00000000
529 190.00000000 310.00000000  70.00000000 500.00000000
530 190.00000000 310.00000000  70.00000000 500.00000000
531 190.00000000 310.00000000  70.00000000 500.00000000
532 190.00000000 310.00000000  70.00000000 500.00000000
533 190.00000000 310.00000000  70.00000000 500.00000000
534 190.00000000 310.00000000  70.00000000 500.00000000
535 190.00000000 310.00000000  70.00000000 500.00000000
536 190.00000000 310.00000000  70.00000000 500.00000000
537 190.00000000 310.00000000  70.00000000 500.00000000
