90 0  50000
90 0  1
992
  -104.7059021   -104.4117737            210    -2.0141605    20.040283
  -84.41177368   -104.4117737            210     24.989107    20.499782
  -64.11765289   -104.4117737            210     53.700687    21.074014
  -43.82352829   -104.4117737            210     48.184167    20.963683
  -23.52941132   -104.4117737            210     102.34011    22.046802
  -3.235290527   -104.4117737            210     94.889019     21.89778
   17.05882454   -104.4117737            210     152.90605    23.058121
   37.35293961   -104.4117737            210     212.84534    24.256907
   57.64707184   -104.4117737            210     234.82708    24.696542
   77.94117737   -104.4117737            210     283.84643    25.676929
   98.23529816   -104.4117737            210     336.81402     26.73628
   118.5294037   -104.4117737            210     376.83447    27.536689
   138.8235016   -104.4117737            210     454.68757    29.093751
   159.1175995   -104.4117737            210      471.5282    29.430564
   179.4118042   -104.4117737            210     461.91404    29.238281
   199.7059021   -104.4117737            210     513.19248     30.26385
           220   -104.4117737            210     446.71134    28.934227
   240.2940979   -104.4117737            210      456.4234    29.128468
   260.5881958   -104.4117737            210     518.11172    30.362234
   280.8823853   -104.4117737            210     378.35097    27.567019
   301.1765137   -104.4117737            210      387.8637    27.757274
   321.4706116   -104.4117737            210     287.53757    25.750751
   341.7647095   -104.4117737            210     286.39922    25.727984
   362.0588074   -104.4117737            210      180.9269    23.618538
   382.3529053   -104.4117737            210      189.9233    23.798466
   402.6470947   -104.4117737            210     141.88954    22.837791
   422.9411926   -104.4117737            210      86.56416    21.731283
   443.2352905   -104.4117737            210     47.654812    20.953096
   463.5293884   -104.4117737            210     30.594598    20.611892
   483.8234863   -104.4117737            210     6.7264153    20.134528
   504.1176147   -104.4117737            210     19.321395    20.386428
   524.4118042   -104.4117737            210     -47.24872    20.944974
  -104.7059021   -84.11765289            210     8.3115168     20.16623
  -84.41177368   -84.11765289            210     12.672469    20.253449
  -64.11765289   -84.11765289            210     8.6858747    20.173717
  -43.82352829   -84.11765289            210     74.451388    21.489028
  -23.52941132   -84.11765289            210     69.670942    21.393419
  -3.235290527   -84.11765289            210     90.791498     21.81583
   17.05882454   -84.11765289            210     152.41001      23.0482
   37.35293961   -84.11765289            210     193.72759    23.874552
   57.64707184   -84.11765289            210     274.34092    25.486818
   77.94117737   -84.11765289            210     306.59244    26.131849
   98.23529816   -84.11765289            210     374.62123    27.492425
   118.5294037   -84.11765289            210     361.13579    27.222716
   138.8235016   -84.11765289            210     436.83458    28.736692
   159.1175995   -84.11765289            210     436.75606    28.735121
   179.4118042   -84.11765289            210     460.76803    29.215361
